author,floor,floors_count,rooms_count,total_meters,price,district,street,underground,residential_complex,line,area,eco_rating,insufficient_infrastructure,convenient_for_life,very_convenient_for_life,few_entertainment,cultural,entertainment,cultural_entertainment,top_residential_infrastructure,square,population,housing_fund_area,line_count,author_count,author_more,floor_position,house_category,population_density
Сити-XXI век,15,15,2,60.2,22401066,Останкинский,проспект Мира,Алексеевская,Hill8,Калужско-Рижская линия,СВАО,3,12,36,52,3,3,18,76,38.0,12.46,63514,1131.4,977,11,1,2,4,5097.43
Основа,11,13,2,50.0,33750000,Замоскворечье,Большой Строченовский переулок,Павелецкая,Резиденции Замоскворечье,Замоскворецкая линия,ЦАО,6,10,17,73,0,0,0,100,12.0,4.32,59105,1072.3,1297,169,1,0,4,13681.71
NF Group - ex-Knight Frank Russia,33,65,3,190.0,160000000,Пресненский,набережная Пресненская,Деловой центр,Город Столиц,Московское центральное кольцо,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1315,318,1,0,6,10945.47
Абсолют Недвижимость,18,23,1,37.3,10677909,Некрасовка,не указано,Некрасовка,Квартал Некрасовка ЖК,Некрасовская линия,ЮВАО,7,67,33,0,100,0,0,0,116.0,5.58,71943,385.5,214,95,1,0,5,12893.01
А101,6,19,4,72.7,13939204,не указано,не указано,Бунинская аллея,не указано,Бутовская линия Лёгкого метро,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,303,305,1,0,5,1.0
EstateLiga,9,44,1,30.0,11500000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,Сердце Столицы,Большая кольцевая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1525,52,1,0,5,1.0
ПИК,13,21,-1,21.7,6413652,Сокольники,Сокольнический Вал,Рижская,Сокольнический вал 1,Калужско-Рижская линия,ВАО,2,11,25,64,7,11,14,68,20.0,10.28,61487,1247.2,977,1263,1,0,5,5981.23
Арт Риэлти,26,42,2,68.2,35000000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,Сердце Столицы,Большая кольцевая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1525,55,1,0,5,1.0
Владис,8,9,2,37.0,15400000,Басманный,Аптекарский переулок,Бауманская,не указано,Арбатско-Покровская линия,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,1065,246,1,0,3,13225.09
Ольга Чараева,8,12,1,36.0,10400000,Левобережный,Беломорская,Беломорская,не указано,Замоскворецкая линия,САО,6,36,64,0,68,0,32,0,106.0,8.0,54596,933.0,1297,1,0,0,4,6824.5
Whitewill,3,26,5,140.7,70000000,Аэропорт,Ленинградский проспект,Петровский Парк,ВТБ Арена парк,None,САО,6,3,32,65,16,0,49,35,5.0,4.58,79486,1939.7,-1,332,1,0,5,17355.02
МИЦ,2,9,2,46.9,16435350,Хорошево-Мневники,3-я Хорошевская,Карамышевская,Вереск,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1,194,1,0,3,1.0
не указано,15,23,1,34.7,9886326,Некрасовка,не указано,Некрасовка,Квартал Некрасовка ЖК,Некрасовская линия,ЮВАО,7,67,33,0,100,0,0,0,116.0,5.58,71943,385.5,214,202,1,0,5,12893.01
Forma,4,20,3,90.07,31729859,Даниловский,Автозаводская,Тульская,FORST,Серпуховско-Тимирязевская линия,ЮАО,9,60,24,16,11,4,18,67,115.0,12.6,94316,2847.4,807,146,1,0,5,7485.4
не указано,14,31,1,28.9,9643157,Нижегородский,Газгольдерная,Нижегородская,Profit,Некрасовская линия,ЮВАО,7,26,53,21,32,0,68,0,88.0,7.57,45294,722.3,214,202,1,0,5,5983.36
ID 20872508,8,16,1,38.3,12950000,Люблино,Совхозная,Люблино,Атмосфера,Люблинско-Дмитровская линия,ЮВАО,6,29,67,4,60,0,36,4,96.0,17.41,172054,2739.7,569,1,0,0,4,9882.48
Sminex-Интеко,2,14,1,72.6,131280000,Якиманка,не указано,Третьяковская,Лаврушинский ЖК,Калининская линия,ЦАО,4,5,67,28,0,0,11,89,33.0,4.8,27672,788.7,156,184,1,0,4,5765.0
Основа,6,35,2,37.9,9475000,Ярославский,не указано,Ростокино,Мираполис ЖК,Московское центральное кольцо,СВАО,4,39,61,0,83,0,14,3,109.0,7.99,98108,1404.5,1315,169,1,0,5,12278.85
GloraX,8,21,3,91.99,42999999,Беговой,1-я Ямского Поля,Белорусская,Глоракс Премиум Белорусская,Замоскворецкая линия,САО,5,9,36,55,0,0,23,77,22.0,5.56,42781,791.1,1297,32,1,0,5,7694.42
ТЕРРИТОРИЯ,12,16,2,57.5,14500000,не указано,не указано,не указано,не указано,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1,1,0,0,4,1.0
Whitewill,10,20,2,65.0,40990000,Пресненский,Мантулинская,Деловой центр,City Park,Московское центральное кольцо,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1315,332,1,0,5,10945.47
TimeProperty,6,7,4,240.0,260000000,Хамовники,1-й Зачатьевский переулок,Кропоткинская,не указано,Сокольническая линия,ЦАО,4,6,44,50,0,6,2,92,13.0,10.08,109218,2559.6,1452,49,1,0,3,10835.12
ПИК,14,21,-1,23.5,7004880,Сокольники,Сокольнический Вал,Рижская,Сокольнический вал 1,Большая кольцевая линия,ВАО,2,11,25,64,7,11,14,68,20.0,10.28,61487,1247.2,1525,1263,1,0,5,5981.23
Надежда Загородняя,11,14,2,50.0,10600000,не указано,не указано,не указано,не указано,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1,1,0,0,4,1.0
КОНСТАНТА,5,12,1,35.2,9500000,Коньково,Введенского,Беляево,не указано,Калужско-Рижская линия,ЮЗАО,4,2,65,33,45,2,32,21,11.0,7.18,156389,3098.8,977,1,0,0,4,21781.2
Самолет,12,14,1,26.0,7085849,не указано,не указано,Улица Горчакова,не указано,Бутовская линия Лёгкого метро,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,303,214,1,0,4,1.0
Самолет,4,14,4,79.9,13988745,не указано,не указано,Рассказовка,не указано,Солнцевская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1062,214,1,0,4,1.0
ФСК,2,8,2,73.2,39396240,Хорошево-Мневники,к2/1,Хорошёво,Сидней Сити ЖК,Московское центральное кольцо,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1315,238,1,0,3,1.0
Группа Родина,12,13,2,37.94,11695820,не указано,не указано,Ольховая,не указано,Сокольническая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1452,54,1,0,4,1.0
Тауэрс,42,65,1,51.6,44376000,Пресненский,1-й Красногвардейский проезд,Выставочная,NEVA TOWERS,Филёвская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,896,18,1,0,6,10945.47
Свой родной дом,5,35,1,41.0,29990000,Пресненский,Шмитовский проезд,Шелепиха,не указано,Большая кольцевая линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1525,30,1,0,5,10945.47
Homeapp,5,11,1,38.6,20000000,Свиблово,Лазоревый проезд,Ботанический сад,LIFE-Ботанический сад,Московское центральное кольцо,СВАО,7,19,0,81,4,0,46,50,42.0,4.41,62847,956.1,1315,553,1,0,4,14251.02
Андрей Новиков,7,9,1,32.8,6350000,Матушкино,Зеленоград,Ховрино,не указано,Замоскворецкая линия,Зеленоградский округ,2,-1,-1,-1,-1,-1,-1,-1,-1.0,4.38,40694,781.0,1297,1,0,0,3,9290.87
Князев и Партнёры,6,9,2,43.0,11500000,Гольяново,Щелковское шоссе,Щёлковская,не указано,Арбатско-Покровская линия,ВАО,5,20,80,0,83,0,17,0,83.0,14.99,163009,3024.1,1065,18,1,0,3,10874.52
Ольга Хабнер,2,24,3,83.0,30500000,Раменки,Лобачевского,Мичуринский проспект,Аксиома,Большая кольцевая линия,ЗАО,4,26,64,10,76,11,10,3,90.0,18.54,141610,3511.2,1525,3,1,0,5,7638.08
Sminex-Интеко,12,14,1,26.86,17410000,Раменки,не указано,Минская,Вест Гарден ЖК,Солнцевская линия,ЗАО,4,26,64,10,76,11,10,3,90.0,18.54,141610,3511.2,1062,184,1,0,4,7638.08
Самолет,3,15,2,61.1,15808183,Некрасовка,Маресьева,Некрасовка,Квартал Некрасовка,Некрасовская линия,ЮВАО,7,67,33,0,100,0,0,0,116.0,5.58,71943,385.5,214,214,1,0,4,12893.01
ID 42425045,12,24,2,46.5,10950000,Покровское-Стрешнево,Волоколамское шоссе,Тушинская,Апартаментный комплекс Level Стрешнево,Таганско-Краснопресненская линия,СЗАО,5,29,54,17,71,8,21,0,93.0,12.9,59402,1006.7,991,3,1,0,5,4604.81
Этажи Москва,2,5,4,83.6,32000000,Беговой,5-я Ямского Поля,Белорусская,не указано,Кольцевая линия,САО,5,9,36,55,0,0,23,77,22.0,5.56,42781,791.1,597,257,1,0,2,7694.42
Содействие,9,12,2,38.3,9600000,Кузьминки,Окская,Текстильщики,не указано,Таганско-Краснопресненская линия,ЮВАО,4,16,49,35,29,0,61,10,60.0,8.15,145984,2312.7,991,3,1,0,4,17912.15
GRAVION,2,9,-1,27.81,29564481,Якиманка,Ленинский проспект,Октябрьская,CULT (Апартаменты премиум-класса),Калужско-Рижская линия,ЦАО,4,5,67,28,0,0,11,89,33.0,4.8,27672,788.7,977,42,1,0,3,5765.0
Intermark Real Estate - ранее Savills - городская недвижимость,8,10,5,255.6,299000000,Арбат,Филипповский переулок,Кропоткинская,Филипповский,Сокольническая линия,ЦАО,6,0,0,100,0,0,0,100,1.0,2.11,36125,731.0,1452,225,1,0,3,17120.85
ALVO Group,5,20,1,42.5,36000000,Пресненский,Мантулинская,Выставочная,City Park,Филёвская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,896,38,1,0,5,10945.47
не указано,2,41,3,101.1,39429000,Филевский парк,Багратионовский проезд,Фили,Filicity,Филёвская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,896,202,1,0,5,1.0
НеоСтрой,5,8,1,86.11,147783265,Красносельский,Костянский переулок,Сретенский бульвар,Клубный дом TURGENEV,Люблинско-Дмитровская линия,ЦАО,6,11,56,33,4,4,7,85,43.0,4.96,48697,871.2,569,4,1,0,3,9817.94
Etagi Prime,14,14,5,170.0,95000000,Раменки,не указано,не указано,Вест Гарден ЖК,None,ЗАО,4,26,64,10,76,11,10,3,90.0,18.54,141610,3511.2,-1,12,1,2,4,7638.08
NF Group - ex-Knight Frank Russia,75,97,2,188.5,137605000,Пресненский,набережная Пресненская,Деловой центр,Башня Федерация,Солнцевская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1062,318,1,0,6,10945.47
не указано,11,21,3,103.9,38443000,Сокольники,проезд Попов,Электрозаводская,не указано,Арбатско-Покровская линия,ВАО,2,11,25,64,7,11,14,68,20.0,10.28,61487,1247.2,1065,202,1,0,5,5981.23
ПИК,26,33,2,36.22,10634192,Нижегородский,Перовское шоссе,Нижегородская,Перовское 2,Большая кольцевая линия,ЮВАО,7,26,53,21,32,0,68,0,88.0,7.57,45294,722.3,1525,1263,1,0,5,5983.36
ИМПЕРИАЛ,1,4,1,16.5,6192000,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,не указано,None,СЗАО,5,29,54,17,71,8,21,0,93.0,12.9,59402,1006.7,-1,85,1,1,2,4604.81
Мария Яковенко,5,12,5,172.0,207862999,Пресненский,Спиридоновка,Тверская,не указано,Замоскворецкая линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1297,1,0,0,4,10945.47
Level Group,-1,-1,-1,202.0,14061644,Хорошево-Мневники,Причальный проезд,Шелепиха,Level Причальный,Большая кольцевая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1525,232,1,2,1,1.0
ID 7234000,4,19,1,38.5,9100000,не указано,не указано,Филатов Луг,не указано,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1,1,0,0,5,1.0
Apple Real Estate,2,6,5,176.0,177000000,Пресненский,Малая Бронная,Маяковская,не указано,Замоскворецкая линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1297,135,1,0,3,10945.47
Whitewill,9,21,2,108.0,85000000,Пресненский,2-я Звенигородская,Улица 1905 года,Lucky,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,332,1,0,5,10945.47
MR Group,15,36,1,32.12,18856367,Савеловский,не указано,Дмитровская,Симфония 34 ЖК,Серпуховско-Тимирязевская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,807,278,1,0,5,1.0
АНПЛАНЕТА,14,24,2,63.1,12990000,не указано,не указано,Рассказовка,не указано,Солнцевская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1062,12,1,0,5,1.0
Этажи Москва,3,21,2,57.1,15600000,не указано,не указано,не указано,не указано,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1,257,1,0,5,1.0
ПИК,2,12,3,96.7,26913544,Филевский парк,не указано,Багратионовская,Барклая 6 ЖК,Филёвская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,896,1263,1,0,4,1.0
Vesco Realty,5,7,3,96.0,134000000,Арбат,Поварская,Арбатская,De Luxe квартал апартаментов ,Филёвская линия,ЦАО,6,0,0,100,0,0,0,100,1.0,2.11,36125,731.0,896,73,1,0,3,17120.85
Homeapp,12,12,1,34.6,12300000,Южнопортовый,5-я Кожуховская,Автозаводская,не указано,Замоскворецкая линия,ЮВАО,8,35,41,24,15,3,56,26,100.0,4.53,74729,1449.0,1297,553,1,2,4,16496.47
Самолет Плюс Москва ЦАО,25,25,1,31.5,9300000,Кунцево,№ 100 кв-л,Строгино,Мякинино парк,Арбатско-Покровская линия,ЗАО,5,17,49,34,56,6,35,3,65.0,16.56,152364,2587.4,1065,21,1,2,5,9200.72
